"ZIP
code [1]"	Size of adjusted gross income	Number of returns
11751	$1 under $25,000	2310
11751	$25,000 under $50,000	1430
11751	$50,000 under $75,000	1060
11751	$75,000 under $100,000	800
11751	$100,000 under $200,000	1610
11751	$200,000 or more	490
		
11752		5,240
11752	$1 under $25,000	1610
11752	$25,000 under $50,000	1100
11752	$50,000 under $75,000	740
11752	$75,000 under $100,000	560
11752	$100,000 under $200,000	1060
11752	$200,000 or more	170
		
11753		6,500
11753	$1 under $25,000	1630
11753	$25,000 under $50,000	750
11753	$50,000 under $75,000	600
11753	$75,000 under $100,000	440
11753	$100,000 under $200,000	1400
11753	$200,000 or more	1680
		
11754		9,510
11754	$1 under $25,000	2690
11754	$25,000 under $50,000	1560
11754	$50,000 under $75,000	1180
11754	$75,000 under $100,000	1000
11754	$100,000 under $200,000	2310
11754	$200,000 or more	770
		
11755		6,210
11755	$1 under $25,000	1790
11755	$25,000 under $50,000	1030
11755	$50,000 under $75,000	870
11755	$75,000 under $100,000	730
11755	$100,000 under $200,000	1370
11755	$200,000 or more	420
		
11756		22,880
11756	$1 under $25,000	6750
11756	$25,000 under $50,000	4420
11756	$50,000 under $75,000	3340
11756	$75,000 under $100,000	2640
11756	$100,000 under $200,000	4950
11756	$200,000 or more	780
		
11757		23,500
11757	$1 under $25,000	7990
11757	$25,000 under $50,000	4900
11757	$50,000 under $75,000	3480
11757	$75,000 under $100,000	2590
11757	$100,000 under $200,000	4020
11757	$200,000 or more	520
		
11758		28,780
11758	$1 under $25,000	8030
11758	$25,000 under $50,000	4760
11758	$50,000 under $75,000	3800
11758	$75,000 under $100,000	2980
11758	$100,000 under $200,000	6640
11758	$200,000 or more	2570
		
11762		11,600
11762	$1 under $25,000	3020
11762	$25,000 under $50,000	1680
11762	$50,000 under $75,000	1400
11762	$75,000 under $100,000	1190
11762	$100,000 under $200,000	3190
11762	$200,000 or more	1120
		
11763		14,430
11763	$1 under $25,000	4910
11763	$25,000 under $50,000	3080
11763	$50,000 under $75,000	2010
11763	$75,000 under $100,000	1580
11763	$100,000 under $200,000	2430
11763	$200,000 or more	420
		
11764		6,310
11764	$1 under $25,000	1750
11764	$25,000 under $50,000	890
11764	$50,000 under $75,000	680
11764	$75,000 under $100,000	590
11764	$100,000 under $200,000	1720
11764	$200,000 or more	680
		
11765		320
11765	$1 under $25,000	60
11765	$25,000 under $50,000	50
11765	$50,000 under $75,000	30
11765	$75,000 under $100,000	30
11765	$100,000 under $200,000	50
11765	$200,000 or more	100
		
11766		6,180
11766	$1 under $25,000	1680
11766	$25,000 under $50,000	860
11766	$50,000 under $75,000	670
11766	$75,000 under $100,000	620
11766	$100,000 under $200,000	1610
11766	$200,000 or more	740
		
11767		7,200
11767	$1 under $25,000	2010
11767	$25,000 under $50,000	1120
11767	$50,000 under $75,000	890
11767	$75,000 under $100,000	690
11767	$100,000 under $200,000	1790
11767	$200,000 or more	700
		
11768		11,030
11768	$1 under $25,000	2840
11768	$25,000 under $50,000	1380
11768	$50,000 under $75,000	1210
11768	$75,000 under $100,000	1030
11768	$100,000 under $200,000	2530
11768	$200,000 or more	2040
		
11769		5,040
11769	$1 under $25,000	1370
11769	$25,000 under $50,000	830
11769	$50,000 under $75,000	680
11769	$75,000 under $100,000	550
11769	$100,000 under $200,000	1260
11769	$200,000 or more	350
		
11771		5,100
11771	$1 under $25,000	1440
11771	$25,000 under $50,000	780
11771	$50,000 under $75,000	620
11771	$75,000 under $100,000	410
11771	$100,000 under $200,000	840
11771	$200,000 or more	1010
		
11772		22,550
11772	$1 under $25,000	7970
11772	$25,000 under $50,000	5150
11772	$50,000 under $75,000	3190
11772	$75,000 under $100,000	2270
11772	$100,000 under $200,000	3410
11772	$200,000 or more	560
		
11776		12,110
11776	$1 under $25,000	4060
11776	$25,000 under $50,000	2340
11776	$50,000 under $75,000	1600
11776	$75,000 under $100,000	1280
11776	$100,000 under $200,000	2340
11776	$200,000 or more	490
		
11777		4,670
11777	$1 under $25,000	1250
11777	$25,000 under $50,000	690
11777	$50,000 under $75,000	520
11777	$75,000 under $100,000	480
11777	$100,000 under $200,000	1070
11777	$200,000 or more	660
		
11778		6,070
11778	$1 under $25,000	1820
11778	$25,000 under $50,000	1130
11778	$50,000 under $75,000	860
11778	$75,000 under $100,000	730
11778	$100,000 under $200,000	1290
11778	$200,000 or more	240
		
11779		19,330
11779	$1 under $25,000	5870
11779	$25,000 under $50,000	3990
11779	$50,000 under $75,000	2880
11779	$75,000 under $100,000	2260
11779	$100,000 under $200,000	3780
11779	$200,000 or more	550
		
11780		7,740
11780	$1 under $25,000	2220
11780	$25,000 under $50,000	1130
11780	$50,000 under $75,000	880
11780	$75,000 under $100,000	660
11780	$100,000 under $200,000	1660
11780	$200,000 or more	1190
		
11782		8,010
11782	$1 under $25,000	2140
11782	$25,000 under $50,000	1260
11782	$50,000 under $75,000	1000
11782	$75,000 under $100,000	860
11782	$100,000 under $200,000	1980
11782	$200,000 or more	770
		
11783		11,110
11783	$1 under $25,000	2960
11783	$25,000 under $50,000	1680
11783	$50,000 under $75,000	1440
11783	$75,000 under $100,000	1190
11783	$100,000 under $200,000	2930
11783	$200,000 or more	910
		
11784		12,290
11784	$1 under $25,000	4060
11784	$25,000 under $50,000	2690
11784	$50,000 under $75,000	1850
11784	$75,000 under $100,000	1340
11784	$100,000 under $200,000	2130
11784	$200,000 or more	220
		
11786		3,090
11786	$1 under $25,000	850
11786	$25,000 under $50,000	400
11786	$50,000 under $75,000	310
11786	$75,000 under $100,000	300
11786	$100,000 under $200,000	840
11786	$200,000 or more	390
		
11787		17,080
11787	$1 under $25,000	4590
11787	$25,000 under $50,000	2400
11787	$50,000 under $75,000	1960
11787	$75,000 under $100,000	1770
11787	$100,000 under $200,000	4430
11787	$200,000 or more	1930
		
11788		8,550
11788	$1 under $25,000	2270
11788	$25,000 under $50,000	1360
11788	$50,000 under $75,000	1120
11788	$75,000 under $100,000	920
11788	$100,000 under $200,000	2090
11788	$200,000 or more	790
		
11789		3,650
11789	$1 under $25,000	1030
11789	$25,000 under $50,000	720
11789	$50,000 under $75,000	580
11789	$75,000 under $100,000	440
11789	$100,000 under $200,000	770
11789	$200,000 or more	110
		
11790		6,740
11790	$1 under $25,000	1840
11790	$25,000 under $50,000	960
11790	$50,000 under $75,000	690
11790	$75,000 under $100,000	620
11790	$100,000 under $200,000	1720
11790	$200,000 or more	910
		
11791		12,040
11791	$1 under $25,000	3080
11791	$25,000 under $50,000	1370
11791	$50,000 under $75,000	1210
11791	$75,000 under $100,000	960
11791	$100,000 under $200,000	2720
11791	$200,000 or more	2700
		
11792		4,400
11792	$1 under $25,000	1310
11792	$25,000 under $50,000	640
11792	$50,000 under $75,000	450
11792	$75,000 under $100,000	460
11792	$100,000 under $200,000	1110
11792	$200,000 or more	430
		
11793		16,650
11793	$1 under $25,000	4410
11793	$25,000 under $50,000	2440
11793	$50,000 under $75,000	2010
11793	$75,000 under $100,000	1780
11793	$100,000 under $200,000	4420
11793	$200,000 or more	1590
		
11795		12,980
11795	$1 under $25,000	3640
11795	$25,000 under $50,000	2190
11795	$50,000 under $75,000	1560
11795	$75,000 under $100,000	1370
11795	$100,000 under $200,000	3080
11795	$200,000 or more	1140
		
11796		1,870
11796	$1 under $25,000	510
11796	$25,000 under $50,000	310
11796	$50,000 under $75,000	240
11796	$75,000 under $100,000	200
11796	$100,000 under $200,000	480
11796	$200,000 or more	130
		
11797		4,640
11797	$1 under $25,000	1240
11797	$25,000 under $50,000	540
11797	$50,000 under $75,000	460
11797	$75,000 under $100,000	330
11797	$100,000 under $200,000	770
11797	$200,000 or more	1300
		
11798		8,280
11798	$1 under $25,000	3770
11798	$25,000 under $50,000	2330
11798	$50,000 under $75,000	980
11798	$75,000 under $100,000	470
11798	$100,000 under $200,000	630
11798	$200,000 or more	100
		
11801		21,650
11801	$1 under $25,000	7110
11801	$25,000 under $50,000	4430
11801	$50,000 under $75,000	3070
11801	$75,000 under $100,000	2340
11801	$100,000 under $200,000	3940
11801	$200,000 or more	760
		
11803		14,300
11803	$1 under $25,000	3580
11803	$25,000 under $50,000	1840
11803	$50,000 under $75,000	1590
11803	$75,000 under $100,000	1320
11803	$100,000 under $200,000	3710
11803	$200,000 or more	2260
		
11804		2,550
11804	$1 under $25,000	630
11804	$25,000 under $50,000	310
11804	$50,000 under $75,000	310
11804	$75,000 under $100,000	240
11804	$100,000 under $200,000	640
11804	$200,000 or more	420
		
11901		12,770
11901	$1 under $25,000	5370
11901	$25,000 under $50,000	3240
11901	$50,000 under $75,000	1620
11901	$75,000 under $100,000	950
11901	$100,000 under $200,000	1310
11901	$200,000 or more	280
		
11933		3,460
11933	$1 under $25,000	1130
11933	$25,000 under $50,000	700
11933	$50,000 under $75,000	450
11933	$75,000 under $100,000	400
11933	$100,000 under $200,000	630
11933	$200,000 or more	150
		
11934		3,920
11934	$1 under $25,000	1170
11934	$25,000 under $50,000	690
11934	$50,000 under $75,000	460
11934	$75,000 under $100,000	420
11934	$100,000 under $200,000	910
11934	$200,000 or more	270
		
11935		1,870
11935	$1 under $25,000	560
11935	$25,000 under $50,000	310
11935	$50,000 under $75,000	260
11935	$75,000 under $100,000	200
11935	$100,000 under $200,000	360
11935	$200,000 or more	180
		
11937		8,870
11937	$1 under $25,000	3190
11937	$25,000 under $50,000	1820
11937	$50,000 under $75,000	1090
11937	$75,000 under $100,000	710
11937	$100,000 under $200,000	1180
11937	$200,000 or more	880
		
11939		540
11939	$1 under $25,000	160
11939	$25,000 under $50,000	100
11939	$50,000 under $75,000	70
11939	$75,000 under $100,000	70
11939	$100,000 under $200,000	90
11939	$200,000 or more	50
		
11940		2,770
11940	$1 under $25,000	870
11940	$25,000 under $50,000	470
11940	$50,000 under $75,000	340
11940	$75,000 under $100,000	290
11940	$100,000 under $200,000	570
11940	$200,000 or more	230
		
11941		1,310
11941	$1 under $25,000	380
11941	$25,000 under $50,000	210
11941	$50,000 under $75,000	170
11941	$75,000 under $100,000	130
11941	$100,000 under $200,000	320
11941	$200,000 or more	100
		
11942		2,620
11942	$1 under $25,000	850
11942	$25,000 under $50,000	470
11942	$50,000 under $75,000	320
11942	$75,000 under $100,000	240
11942	$100,000 under $200,000	510
11942	$200,000 or more	230
		
11944		2,360
11944	$1 under $25,000	910
11944	$25,000 under $50,000	530
11944	$50,000 under $75,000	270
11944	$75,000 under $100,000	210
11944	$100,000 under $200,000	300
11944	$200,000 or more	140
		
11946		7,680
11946	$1 under $25,000	3030
11946	$25,000 under $50,000	1590
11946	$50,000 under $75,000	990
11946	$75,000 under $100,000	660
11946	$100,000 under $200,000	1060
11946	$200,000 or more	350
		
11948		630
11948	$1 under $25,000	190
11948	$25,000 under $50,000	120
11948	$50,000 under $75,000	80
11948	$75,000 under $100,000	50
11948	$100,000 under $200,000	140
11948	$200,000 or more	50
		
11949		7,070
11949	$1 under $25,000	2170
11949	$25,000 under $50,000	1200
11949	$50,000 under $75,000	880
11949	$75,000 under $100,000	700
11949	$100,000 under $200,000	1600
11949	$200,000 or more	520
		
11950		7,740
11950	$1 under $25,000	3120
11950	$25,000 under $50,000	1850
11950	$50,000 under $75,000	1070
11950	$75,000 under $100,000	730
11950	$100,000 under $200,000	900
11950	$200,000 or more	70
		
11951		6,200
11951	$1 under $25,000	2430
11951	$25,000 under $50,000	1480
11951	$50,000 under $75,000	930
11951	$75,000 under $100,000	620
11951	$100,000 under $200,000	690
11951	$200,000 or more	50
		
11952		2,560
11952	$1 under $25,000	800
11952	$25,000 under $50,000	460
11952	$50,000 under $75,000	340
11952	$75,000 under $100,000	260
11952	$100,000 under $200,000	500
11952	$200,000 or more	200
		
11953		6,560
11953	$1 under $25,000	2010
11953	$25,000 under $50,000	1450
11953	$50,000 under $75,000	1090
11953	$75,000 under $100,000	790
11953	$100,000 under $200,000	1070
11953	$200,000 or more	150
		
11954		2,760
11954	$1 under $25,000	1050
11954	$25,000 under $50,000	670
11954	$50,000 under $75,000	350
11954	$75,000 under $100,000	210
11954	$100,000 under $200,000	300
11954	$200,000 or more	180
		
11955		1,690
11955	$1 under $25,000	500
11955	$25,000 under $50,000	380
11955	$50,000 under $75,000	290
11955	$75,000 under $100,000	200
11955	$100,000 under $200,000	260
11955	$200,000 or more	60
		
11957		460
11957	$1 under $25,000	120
11957	$25,000 under $50,000	80
11957	$50,000 under $75,000	60
11957	$75,000 under $100,000	50
11957	$100,000 under $200,000	90
11957	$200,000 or more	60
		
11958		490
11958	$1 under $25,000	170
11958	$25,000 under $50,000	100
11958	$50,000 under $75,000	60
11958	$75,000 under $100,000	50
11958	$100,000 under $200,000	70
11958	$200,000 or more	40
		
11961		6,790
11961	$1 under $25,000	2220
11961	$25,000 under $50,000	1450
11961	$50,000 under $75,000	1050
11961	$75,000 under $100,000	750
11961	$100,000 under $200,000	1160
11961	$200,000 or more	160
		
11963		4,150
11963	$1 under $25,000	1280
11963	$25,000 under $50,000	810
11963	$50,000 under $75,000	530
11963	$75,000 under $100,000	380
11963	$100,000 under $200,000	640
11963	$200,000 or more	510
		
11967		12,540
11967	$1 under $25,000	4520
11967	$25,000 under $50,000	2920
11967	$50,000 under $75,000	1880
11967	$75,000 under $100,000	1230
11967	$100,000 under $200,000	1830
11967	$200,000 or more	160
		
11968		5,340
11968	$1 under $25,000	1840
11968	$25,000 under $50,000	1020
11968	$50,000 under $75,000	670
11968	$75,000 under $100,000	410
11968	$100,000 under $200,000	780
11968	$200,000 or more	620
		
11971		3,080
11971	$1 under $25,000	910
11971	$25,000 under $50,000	560
11971	$50,000 under $75,000	420
11971	$75,000 under $100,000	330
11971	$100,000 under $200,000	610
11971	$200,000 or more	250
		
11976		1,150
11976	$1 under $25,000	320
11976	$25,000 under $50,000	210
11976	$50,000 under $75,000	130
11976	$75,000 under $100,000	80
11976	$100,000 under $200,000	180
11976	$200,000 or more	230
		
11977		1,340
11977	$1 under $25,000	460
11977	$25,000 under $50,000	200
11977	$50,000 under $75,000	140
11977	$75,000 under $100,000	120
11977	$100,000 under $200,000	260
11977	$200,000 or more	160
		
11978		2,070
11978	$1 under $25,000	800
11978	$25,000 under $50,000	380
11978	$50,000 under $75,000	240
11978	$75,000 under $100,000	140
11978	$100,000 under $200,000	300
11978	$200,000 or more	210
		
11980		2,260
11980	$1 under $25,000	590
11980	$25,000 under $50,000	440
11980	$50,000 under $75,000	380
11980	$75,000 under $100,000	300
11980	$100,000 under $200,000	470
11980	$200,000 or more	80
		
12007		100
12007	$1 under $25,000	30
12007	$25,000 under $50,000	20
12007	$50,000 under $75,000	20
12007	$75,000 under $100,000	30
12007	$100,000 under $200,000	**
12007	$200,000 or more	**
		
12008		230
12008	$1 under $25,000	60
12008	$25,000 under $50,000	40
12008	$50,000 under $75,000	30
12008	$75,000 under $100,000	30
12008	$100,000 under $200,000	70
12008	$200,000 or more	**
		
12009		3,770
12009	$1 under $25,000	1100
12009	$25,000 under $50,000	680
12009	$50,000 under $75,000	560
12009	$75,000 under $100,000	450
12009	$100,000 under $200,000	770
12009	$200,000 or more	210
		
12010		13,130
12010	$1 under $25,000	5430
12010	$25,000 under $50,000	3420
12010	$50,000 under $75,000	1810
12010	$75,000 under $100,000	1120
12010	$100,000 under $200,000	1180
12010	$200,000 or more	170
		
12015		1,660
12015	$1 under $25,000	510
12015	$25,000 under $50,000	350
12015	$50,000 under $75,000	260
12015	$75,000 under $100,000	190
12015	$100,000 under $200,000	290
12015	$200,000 or more	60
		
12017		180
12017	$1 under $25,000	50
12017	$25,000 under $50,000	50
12017	$50,000 under $75,000	20
12017	$75,000 under $100,000	20
12017	$100,000 under $200,000	40
12017	$200,000 or more	**
		
12018		3,890
12018	$1 under $25,000	1080
12018	$25,000 under $50,000	790
12018	$50,000 under $75,000	610
12018	$75,000 under $100,000	470
12018	$100,000 under $200,000	780
12018	$200,000 or more	160
		
12019		7,740
12019	$1 under $25,000	1890
12019	$25,000 under $50,000	1320
12019	$50,000 under $75,000	1100
12019	$75,000 under $100,000	1050
12019	$100,000 under $200,000	1920
12019	$200,000 or more	460
		
12020		16,030
12020	$1 under $25,000	4960
12020	$25,000 under $50,000	3450
12020	$50,000 under $75,000	2370
12020	$75,000 under $100,000	1850
12020	$100,000 under $200,000	2880
12020	$200,000 or more	520
		
12022		400
12022	$1 under $25,000	140
12022	$25,000 under $50,000	90
12022	$50,000 under $75,000	80
12022	$75,000 under $100,000	40
12022	$100,000 under $200,000	50
12022	$200,000 or more	**
		
12023		1,010
12023	$1 under $25,000	330
12023	$25,000 under $50,000	210
12023	$50,000 under $75,000	180
12023	$75,000 under $100,000	120
12023	$100,000 under $200,000	170
12023	$200,000 or more	**
		
12025		2,750
12025	$1 under $25,000	970
12025	$25,000 under $50,000	670
12025	$50,000 under $75,000	400
12025	$75,000 under $100,000	320
12025	$100,000 under $200,000	340
12025	$200,000 or more	50
		
12027		2,030
12027	$1 under $25,000	530
12027	$25,000 under $50,000	350
12027	$50,000 under $75,000	270
12027	$75,000 under $100,000	250
12027	$100,000 under $200,000	510
12027	$200,000 or more	120
		
12028		620
12028	$1 under $25,000	210
12028	$25,000 under $50,000	150
12028	$50,000 under $75,000	110
12028	$75,000 under $100,000	70
12028	$100,000 under $200,000	80
12028	$200,000 or more	**
		
12029		500
12029	$1 under $25,000	150
12029	$25,000 under $50,000	90
12029	$50,000 under $75,000	80
12029	$75,000 under $100,000	70
12029	$100,000 under $200,000	70
